APID,Vendor,InvoiceDate,DueDate,Amount,Currency,Status,PaidDate,Terms,invoice_month,invoice_dayofweek,is_weekend,amount_usd,anomaly,type
AP10437,Global Office,2023-10-11,2023-11-10,4967.66,USD,Paid,2023-11-10,Net 30,10,2,0,4967.66,False,Normal
AP10438,BluePrints,2024-03-10,2024-04-09,523.05,EUR,Open,,Net 30,3,6,1,564.894,False,Normal
AP10439,ABC Supplies,2023-05-29,2023-06-28,3485.01,EUR,Paid,2023-06-28,Net 30,5,0,0,3763.8108000000007,False,Normal
AP10440,Fast Travel,2023-02-04,2023-03-06,2251.04,EUR,Paid,2023-03-06,Net 30,2,5,1,2431.1232,False,Normal
AP10441,TechMart,2023-10-11,2023-11-10,3521.51,GBP,Paid,2023-11-10,Net 30,10,2,0,4401.887500000001,False,Normal
AP10442,Fast Travel,2025-04-09,2025-05-09,3808.69,CAD,Open,,Net 30,4,2,0,2780.3437,False,Normal
AP10443,ABC Supplies,2023-05-17,2023-06-16,3920.07,AUD,Paid,2023-06-16,Net 30,5,2,0,2548.0455,False,Normal
AP10444,ABC Supplies,2023-03-22,2023-04-21,4941.76,GBP,Partial,,Net 30,3,2,0,6177.200000000001,True,Anomaly
AP10445,ABC Supplies,2023-11-04,2023-12-04,1079.61,USD,Open,,Net 30,11,5,1,1079.61,False,Normal
AP10446,ABC Supplies,2023-05-26,2023-06-25,4688.33,AUD,Paid,2023-06-25,Net 30,5,4,0,3047.4145,False,Normal
AP10447,ABC Supplies,2023-12-04,2024-01-03,705.05,USD,Partial,,Net 30,12,0,0,705.05,False,Normal
AP10448,Global Office,2023-05-22,2023-06-21,1193.94,CAD,Open,,Net 30,5,0,0,871.5762,False,Normal
AP10449,Global Office,2024-10-06,2024-11-05,232.29,USD,Paid,2024-11-05,Net 30,10,6,1,232.29,False,Normal
AP10450,Fast Travel,2024-01-26,2024-02-25,4202.26,EUR,Partial,,Net 30,1,4,0,4538.4408,False,Normal
AP10451,TechMart,2024-01-24,2024-02-23,3696.33,AUD,Paid,2024-02-23,Net 30,1,2,0,2402.6145,False,Normal
AP10452,Global Office,2024-01-28,2024-02-27,3133.53,USD,Paid,2024-02-27,Net 30,1,6,1,3133.53,False,Normal
AP10453,BluePrints,2024-06-17,2024-07-17,2405.39,USD,Paid,2024-07-17,Net 30,6,0,0,2405.39,False,Normal
AP10454,Global Office,2024-01-11,2024-02-10,1074.85,USD,Partial,,Net 30,1,3,0,1074.85,False,Normal
AP10455,ABC Supplies,2024-12-22,2025-01-21,3359.0,GBP,Open,,Net 30,12,6,1,4198.75,False,Normal
AP10456,TechMart,2025-02-12,2025-03-14,419.58,AUD,Paid,2025-03-14,Net 30,2,2,0,272.727,False,Normal
AP10457,Fast Travel,2024-03-25,2024-04-24,1704.27,CAD,Open,,Net 30,3,0,0,1244.1171,False,Normal
AP10458,ABC Supplies,2024-04-15,2024-05-15,1545.19,GBP,Paid,2024-05-15,Net 30,4,0,0,1931.4875000000002,False,Normal
AP10459,ABC Supplies,2023-09-29,2023-10-29,3414.41,AUD,Partial,,Net 30,9,4,0,2219.3665,False,Normal
AP10460,BluePrints,2025-05-02,2025-06-01,3597.78,USD,Partial,,Net 30,5,4,0,3597.78,False,Normal
AP10461,Fast Travel,2024-11-03,2024-12-03,2642.3,EUR,Open,,Net 30,11,6,1,2853.684,False,Normal
AP10462,Fast Travel,2023-02-26,2023-03-28,4728.07,AUD,Partial,,Net 30,2,6,1,3073.2455,False,Normal
AP10463,TechMart,2024-11-28,2024-12-28,1560.4,CAD,Partial,,Net 30,11,3,0,1139.092,False,Normal
AP10464,Global Office,2024-03-23,2024-04-22,2026.99,GBP,Open,,Net 30,3,5,1,2533.7375,False,Normal
AP10465,BluePrints,2024-10-09,2024-11-08,1142.84,USD,Paid,2024-11-08,Net 30,10,2,0,1142.84,False,Normal
AP10466,Global Office,2024-05-02,2024-06-01,3401.72,GBP,Open,,Net 30,5,3,0,4252.15,False,Normal
AP10467,BluePrints,2023-05-30,2023-06-29,4753.22,GBP,Partial,,Net 30,5,1,0,5941.525000000001,False,Normal
AP10468,BluePrints,2025-05-12,2025-06-11,3640.83,GBP,Partial,,Net 30,5,0,0,4551.0375,False,Normal
AP10469,Fast Travel,2024-03-07,2024-04-06,2662.58,CAD,Partial,,Net 30,3,3,0,1943.6834,False,Normal
AP10470,BluePrints,2024-11-23,2024-12-23,212.92,EUR,Open,,Net 30,11,5,1,229.9536,False,Normal
AP10471,BluePrints,2023-11-24,2023-12-24,980.09,GBP,Paid,2023-12-24,Net 30,11,4,0,1225.1125,False,Normal
AP10472,ABC Supplies,2023-12-02,2024-01-01,1179.88,GBP,Open,,Net 30,12,5,1,1474.8500000000001,False,Normal
AP10473,Fast Travel,2024-02-02,2024-03-03,1750.63,AUD,Open,,Net 30,2,4,0,1137.9095000000002,False,Normal
AP10474,Fast Travel,2024-11-28,2024-12-28,3207.4,AUD,Paid,2024-12-28,Net 30,11,3,0,2084.81,False,Normal
AP10475,Fast Travel,2023-10-30,2023-11-29,2412.71,EUR,Paid,2023-11-29,Net 30,10,0,0,2605.7268000000004,False,Normal
AP10476,TechMart,2023-11-05,2023-12-05,382.4,USD,Partial,,Net 30,11,6,1,382.4,False,Normal
AP10477,ABC Supplies,2023-06-29,2023-07-29,4004.66,CAD,Paid,2023-07-29,Net 30,6,3,0,2923.4017999999996,False,Normal
AP10478,Global Office,2024-02-20,2024-03-21,4777.58,AUD,Open,,Net 30,2,1,0,3105.427,False,Normal
AP10479,Fast Travel,2023-09-16,2023-10-16,1599.7,GBP,Partial,,Net 30,9,5,1,1999.625,False,Normal
AP10480,Fast Travel,2025-02-19,2025-03-21,4973.3,USD,Open,,Net 30,2,2,0,4973.3,False,Normal
AP10481,ABC Supplies,2023-06-22,2023-07-22,717.91,EUR,Open,,Net 30,6,3,0,775.3428,False,Normal
AP10482,Global Office,2025-01-27,2025-02-26,1388.79,GBP,Paid,2025-02-26,Net 30,1,0,0,1735.9875,False,Normal
AP10483,BluePrints,2025-06-15,2025-07-15,669.06,GBP,Paid,2025-07-15,Net 30,6,6,1,836.3249999999999,False,Normal
AP10484,ABC Supplies,2023-09-23,2023-10-23,158.72,AUD,Paid,2023-10-23,Net 30,9,5,1,103.168,False,Normal
AP10485,TechMart,2024-02-24,2024-03-25,502.65,USD,Partial,,Net 30,2,5,1,502.65,False,Normal
AP10486,Global Office,2023-02-14,2023-03-16,2135.01,EUR,Open,,Net 30,2,1,0,2305.8108,False,Normal
AP10487,TechMart,2023-01-11,2023-02-10,386.6,USD,Partial,,Net 30,1,2,0,386.6,False,Normal
AP10488,Global Office,2023-07-24,2023-08-23,3185.2,USD,Open,,Net 30,7,0,0,3185.2,False,Normal
AP10489,Global Office,2024-04-05,2024-05-05,2817.08,CAD,Partial,,Net 30,4,4,0,2056.4683999999997,False,Normal
AP10490,TechMart,2023-03-06,2023-04-05,3897.98,AUD,Paid,2023-04-05,Net 30,3,0,0,2533.687,False,Normal
AP10491,Global Office,2024-12-05,2025-01-04,3623.95,USD,Partial,,Net 30,12,3,0,3623.95,False,Normal
AP10492,ABC Supplies,2024-05-21,2024-06-20,1803.9,USD,Partial,,Net 30,5,1,0,1803.9,False,Normal
AP10493,BluePrints,2023-06-29,2023-07-29,2543.84,USD,Partial,,Net 30,6,3,0,2543.84,False,Normal
AP10494,TechMart,2023-07-21,2023-08-20,292.57,CAD,Open,,Net 30,7,4,0,213.5761,False,Normal
AP10495,ABC Supplies,2024-08-18,2024-09-17,688.61,USD,Paid,2024-09-17,Net 30,8,6,1,688.61,False,Normal
AP10496,Global Office,2023-12-28,2024-01-27,1121.18,USD,Partial,,Net 30,12,3,0,1121.18,False,Normal
AP10497,Fast Travel,2024-04-13,2024-05-13,3953.98,EUR,Partial,,Net 30,4,5,1,4270.298400000001,False,Normal
AP10498,ABC Supplies,2024-02-05,2024-03-06,597.75,USD,Open,,Net 30,2,0,0,597.75,False,Normal
AP10499,BluePrints,2025-01-23,2025-02-22,1752.55,USD,Open,,Net 30,1,3,0,1752.55,False,Normal
AP10500,ABC Supplies,2023-03-13,2023-04-12,3490.73,EUR,Open,,Net 30,3,0,0,3769.9884,False,Normal
AP10501,BluePrints,2024-10-19,2024-11-18,1143.7,AUD,Partial,,Net 30,10,5,1,743.4050000000001,False,Normal
AP10502,TechMart,2024-09-20,2024-10-20,636.6,EUR,Paid,2024-10-20,Net 30,9,4,0,687.528,False,Normal
AP10503,Fast Travel,2025-04-14,2025-05-14,3339.54,EUR,Open,,Net 30,4,0,0,3606.7032000000004,False,Normal
AP10504,BluePrints,2024-12-15,2025-01-14,3555.72,EUR,Partial,,Net 30,12,6,1,3840.1776,False,Normal
AP10505,ABC Supplies,2025-04-30,2025-05-30,2971.5,USD,Open,,Net 30,4,2,0,2971.5,False,Normal
AP10506,BluePrints,2025-05-09,2025-06-08,2945.39,AUD,Paid,2025-06-08,Net 30,5,4,0,1914.5035,False,Normal
AP10507,ABC Supplies,2024-06-29,2024-07-29,4563.8,GBP,Paid,2024-07-29,Net 30,6,5,1,5704.75,False,Normal
AP10508,ABC Supplies,2023-03-17,2023-04-16,3590.5,AUD,Open,,Net 30,3,4,0,2333.8250000000003,False,Normal
AP10509,ABC Supplies,2023-01-22,2023-02-21,1989.22,EUR,Partial,,Net 30,1,6,1,2148.3576000000003,False,Normal
AP10510,BluePrints,2023-01-04,2023-02-03,4650.78,CAD,Open,,Net 30,1,2,0,3395.0694,False,Normal
AP10511,TechMart,2023-07-11,2023-08-10,3071.51,CAD,Partial,,Net 30,7,1,0,2242.2023,False,Normal
AP10512,ABC Supplies,2023-09-27,2023-10-27,4956.11,GBP,Open,,Net 30,9,2,0,6195.1375,True,Anomaly
AP10513,BluePrints,2024-06-03,2024-07-03,2561.35,AUD,Open,,Net 30,6,0,0,1664.8775,False,Normal
AP10514,ABC Supplies,2024-12-11,2025-01-10,3812.86,GBP,Open,,Net 30,12,2,0,4766.075,False,Normal
AP10515,Fast Travel,2023-12-31,2024-01-30,4798.3,CAD,Open,,Net 30,12,6,1,3502.759,False,Normal
AP10516,Fast Travel,2024-09-03,2024-10-03,2626.26,CAD,Open,,Net 30,9,1,0,1917.1698000000001,False,Normal
AP10517,TechMart,2023-09-04,2023-10-04,1667.91,CAD,Open,,Net 30,9,0,0,1217.5743,False,Normal
AP10518,BluePrints,2025-06-17,2025-07-17,556.64,USD,Partial,,Net 30,6,1,0,556.64,False,Normal
AP10519,Global Office,2025-01-14,2025-02-13,2084.02,EUR,Partial,,Net 30,1,1,0,2250.7416000000003,False,Normal
AP10520,TechMart,2024-02-26,2024-03-27,1225.05,GBP,Partial,,Net 30,2,0,0,1531.3125,False,Normal
AP10521,Fast Travel,2023-01-11,2023-02-10,1607.66,AUD,Partial,,Net 30,1,2,0,1044.979,False,Normal
AP10522,BluePrints,2024-06-09,2024-07-09,2772.97,GBP,Paid,2024-07-09,Net 30,6,6,1,3466.2124999999996,False,Normal
AP10523,Global Office,2024-10-31,2024-11-30,1641.38,AUD,Partial,,Net 30,10,3,0,1066.8970000000002,False,Normal
AP10524,ABC Supplies,2024-09-04,2024-10-04,549.14,AUD,Paid,2024-10-04,Net 30,9,2,0,356.94100000000003,False,Normal
AP10525,TechMart,2024-09-23,2024-10-23,3700.73,GBP,Open,,Net 30,9,0,0,4625.9125,False,Normal
AP10526,TechMart,2024-01-24,2024-02-23,1616.2,CAD,Partial,,Net 30,1,2,0,1179.826,False,Normal
AP10527,BluePrints,2025-03-02,2025-04-01,233.75,EUR,Partial,,Net 30,3,6,1,252.45000000000002,False,Normal
AP10528,BluePrints,2024-10-16,2024-11-15,1198.76,AUD,Partial,,Net 30,10,2,0,779.1940000000001,False,Normal
AP10529,TechMart,2025-06-18,2025-07-18,1819.59,GBP,Partial,,Net 30,6,2,0,2274.4874999999997,False,Normal
AP10530,TechMart,2025-02-02,2025-03-04,3747.3,CAD,Paid,2025-03-04,Net 30,2,6,1,2735.529,False,Normal
AP10531,Fast Travel,2023-08-16,2023-09-15,4706.81,EUR,Paid,2023-09-15,Net 30,8,2,0,5083.354800000001,False,Normal
AP10532,Global Office,2025-05-05,2025-06-04,2329.43,CAD,Partial,,Net 30,5,0,0,1700.4839,False,Normal
AP10533,ABC Supplies,2024-08-12,2024-09-11,3499.14,GBP,Partial,,Net 30,8,0,0,4373.925,False,Normal
AP10534,Global Office,2023-08-08,2023-09-07,3732.67,GBP,Paid,2023-09-07,Net 30,8,1,0,4665.8375,False,Normal
AP10535,Global Office,2024-09-07,2024-10-07,365.59,CAD,Open,,Net 30,9,5,1,266.8807,False,Normal
AP10536,TechMart,2024-04-01,2024-05-01,3778.67,EUR,Open,,Net 30,4,0,0,4080.9636000000005,False,Normal
AP10537,ABC Supplies,2024-04-15,2024-05-15,4324.64,EUR,Partial,,Net 30,4,0,0,4670.6112,False,Normal
AP10538,TechMart,2024-07-27,2024-08-26,3648.16,CAD,Paid,2024-08-26,Net 30,7,5,1,2663.1567999999997,False,Normal
AP10539,Fast Travel,2025-03-11,2025-04-10,106.75,AUD,Paid,2025-04-10,Net 30,3,1,0,69.3875,False,Normal
AP10540,Fast Travel,2023-01-21,2023-02-20,2259.02,CAD,Partial,,Net 30,1,5,1,1649.0846,False,Normal
AP10541,Global Office,2023-01-15,2023-02-14,2046.68,CAD,Open,,Net 30,1,6,1,1494.0764,False,Normal
AP10542,Global Office,2025-05-05,2025-06-04,3776.36,GBP,Paid,2025-06-04,Net 30,5,0,0,4720.45,False,Normal
AP10543,Fast Travel,2025-06-07,2025-07-07,2839.95,EUR,Paid,2025-07-07,Net 30,6,5,1,3067.146,False,Normal
AP10544,Fast Travel,2023-07-15,2023-08-14,2261.95,GBP,Open,,Net 30,7,5,1,2827.4375,False,Normal
AP10545,Fast Travel,2025-01-29,2025-02-28,104.02,EUR,Partial,,Net 30,1,2,0,112.3416,False,Normal
AP10546,TechMart,2025-06-10,2025-07-10,3899.93,GBP,Partial,,Net 30,6,1,0,4874.912499999999,False,Normal
AP10547,Global Office,2024-07-03,2024-08-02,276.7,EUR,Open,,Net 30,7,2,0,298.836,False,Normal
AP10548,BluePrints,2023-06-19,2023-07-19,4610.31,USD,Partial,,Net 30,6,0,0,4610.31,False,Normal
AP10549,ABC Supplies,2025-06-04,2025-07-04,1285.13,GBP,Paid,2025-07-04,Net 30,6,2,0,1606.4125000000001,False,Normal
AP10550,TechMart,2023-05-23,2023-06-22,3752.28,GBP,Partial,,Net 30,5,1,0,4690.35,False,Normal
AP10551,Fast Travel,2023-11-04,2023-12-04,3746.16,GBP,Open,,Net 30,11,5,1,4682.7,False,Normal
AP10552,BluePrints,2024-12-18,2025-01-17,4464.9,USD,Paid,2025-01-17,Net 30,12,2,0,4464.9,False,Normal
AP10553,TechMart,2024-06-28,2024-07-28,4957.15,USD,Open,,Net 30,6,4,0,4957.15,False,Normal
AP10554,Global Office,2024-07-30,2024-08-29,129.91,GBP,Open,,Net 30,7,1,0,162.3875,False,Normal
AP10555,Fast Travel,2023-06-03,2023-07-03,4151.46,AUD,Paid,2023-07-03,Net 30,6,5,1,2698.449,False,Normal
AP10556,TechMart,2024-02-23,2024-03-24,4386.0,AUD,Open,,Net 30,2,4,0,2850.9,False,Normal
AP10557,Global Office,2024-06-09,2024-07-09,2792.29,AUD,Paid,2024-07-09,Net 30,6,6,1,1814.9885,False,Normal
AP10558,TechMart,2025-03-22,2025-04-21,2307.9,GBP,Open,,Net 30,3,5,1,2884.875,False,Normal
AP10559,BluePrints,2024-09-02,2024-10-02,1432.07,AUD,Paid,2024-10-02,Net 30,9,0,0,930.8455,False,Normal
AP10560,Global Office,2024-06-29,2024-07-29,2127.41,USD,Open,,Net 30,6,5,1,2127.41,False,Normal
AP10561,ABC Supplies,2024-11-27,2024-12-27,254.96,GBP,Paid,2024-12-27,Net 30,11,2,0,318.7,False,Normal
AP10562,Global Office,2023-08-22,2023-09-21,2704.91,AUD,Open,,Net 30,8,1,0,1758.1915,False,Normal
AP10563,ABC Supplies,2024-05-26,2024-06-25,1222.63,CAD,Paid,2024-06-25,Net 30,5,6,1,892.5199,False,Normal
AP10564,Fast Travel,2023-01-25,2023-02-24,2660.77,USD,Partial,,Net 30,1,2,0,2660.77,False,Normal
AP10565,Global Office,2023-07-13,2023-08-12,1359.0,EUR,Open,,Net 30,7,3,0,1467.72,False,Normal
AP10566,Global Office,2023-09-13,2023-10-13,1597.59,EUR,Paid,2023-10-13,Net 30,9,2,0,1725.3972,False,Normal
AP10567,BluePrints,2023-03-12,2023-04-11,4456.2,CAD,Partial,,Net 30,3,6,1,3253.026,False,Normal
AP10568,TechMart,2024-10-22,2024-11-21,583.61,GBP,Partial,,Net 30,10,1,0,729.5125,False,Normal
AP10569,TechMart,2024-08-07,2024-09-06,3912.65,USD,Partial,,Net 30,8,2,0,3912.65,False,Normal
AP10570,Global Office,2023-05-24,2023-06-23,2835.21,USD,Paid,2023-06-23,Net 30,5,2,0,2835.21,False,Normal
AP10571,Global Office,2024-06-18,2024-07-18,865.54,EUR,Partial,,Net 30,6,1,0,934.7832000000001,False,Normal
AP10572,Global Office,2024-06-12,2024-07-12,3671.15,GBP,Partial,,Net 30,6,2,0,4588.9375,False,Normal
AP10573,ABC Supplies,2025-04-28,2025-05-28,2131.81,USD,Paid,2025-05-28,Net 30,4,0,0,2131.81,False,Normal
AP10574,Fast Travel,2024-11-20,2024-12-20,4512.54,AUD,Partial,,Net 30,11,2,0,2933.1510000000003,False,Normal
AP10575,BluePrints,2024-07-18,2024-08-17,4516.31,USD,Open,,Net 30,7,3,0,4516.31,False,Normal
AP10576,Fast Travel,2024-09-19,2024-10-19,1978.27,USD,Paid,2024-10-19,Net 30,9,3,0,1978.27,False,Normal
AP10577,ABC Supplies,2024-05-05,2024-06-04,1703.15,GBP,Paid,2024-06-04,Net 30,5,6,1,2128.9375,False,Normal
AP10578,BluePrints,2023-12-27,2024-01-26,765.18,USD,Open,,Net 30,12,2,0,765.18,False,Normal
AP10579,Fast Travel,2023-03-07,2023-04-06,4823.61,AUD,Open,,Net 30,3,1,0,3135.3465,False,Normal
AP10580,TechMart,2025-06-05,2025-07-05,929.8,USD,Paid,2025-07-05,Net 30,6,3,0,929.8,False,Normal
AP10581,Global Office,2024-02-27,2024-03-28,4543.11,USD,Paid,2024-03-28,Net 30,2,1,0,4543.11,False,Normal
AP10582,BluePrints,2024-03-03,2024-04-02,3165.91,AUD,Partial,,Net 30,3,6,1,2057.8415,False,Normal
AP10583,TechMart,2025-04-02,2025-05-02,674.53,USD,Partial,,Net 30,4,2,0,674.53,False,Normal
AP10584,BluePrints,2024-02-20,2024-03-21,860.37,EUR,Paid,2024-03-21,Net 30,2,1,0,929.1996,False,Normal
AP10585,BluePrints,2023-01-27,2023-02-26,1506.08,EUR,Partial,,Net 30,1,4,0,1626.5664,False,Normal
AP10586,Global Office,2023-08-25,2023-09-24,1413.73,AUD,Open,,Net 30,8,4,0,918.9245000000001,False,Normal
AP10587,ABC Supplies,2023-10-31,2023-11-30,3386.32,EUR,Paid,2023-11-30,Net 30,10,1,0,3657.2256,False,Normal
AP10588,BluePrints,2024-12-07,2025-01-06,3632.78,USD,Paid,2025-01-06,Net 30,12,5,1,3632.78,False,Normal
AP10589,TechMart,2024-07-01,2024-07-31,994.97,CAD,Paid,2024-07-31,Net 30,7,0,0,726.3281,False,Normal
AP10590,TechMart,2023-12-22,2024-01-21,2164.98,AUD,Paid,2024-01-21,Net 30,12,4,0,1407.237,False,Normal
AP10591,Global Office,2024-08-06,2024-09-05,3042.89,AUD,Paid,2024-09-05,Net 30,8,1,0,1977.8785,False,Normal
AP10592,BluePrints,2023-11-15,2023-12-15,4101.79,AUD,Paid,2023-12-15,Net 30,11,2,0,2666.1635,False,Normal
AP10593,TechMart,2023-09-21,2023-10-21,3506.57,GBP,Paid,2023-10-21,Net 30,9,3,0,4383.212500000001,False,Normal
AP10594,TechMart,2025-05-20,2025-06-19,3352.25,EUR,Partial,,Net 30,5,1,0,3620.4300000000003,False,Normal
AP10595,TechMart,2023-10-21,2023-11-20,940.15,USD,Open,,Net 30,10,5,1,940.15,False,Normal
AP10596,BluePrints,2023-08-24,2023-09-23,3505.16,USD,Open,,Net 30,8,3,0,3505.16,False,Normal
AP10597,Global Office,2024-05-08,2024-06-07,319.55,EUR,Partial,,Net 30,5,2,0,345.11400000000003,False,Normal
AP10598,ABC Supplies,2023-10-24,2023-11-23,1360.57,CAD,Paid,2023-11-23,Net 30,10,1,0,993.2161,False,Normal
AP10599,ABC Supplies,2023-12-17,2024-01-16,2177.67,USD,Paid,2024-01-16,Net 30,12,6,1,2177.67,False,Normal
AP10600,Global Office,2023-03-19,2023-04-18,203.9,CAD,Open,,Net 30,3,6,1,148.847,False,Normal
AP10601,BluePrints,2023-10-28,2023-11-27,868.73,AUD,Paid,2023-11-27,Net 30,10,5,1,564.6745000000001,False,Normal
AP10602,TechMart,2023-06-05,2023-07-05,283.51,AUD,Open,,Net 30,6,0,0,184.2815,False,Normal
AP10603,Fast Travel,2024-11-29,2024-12-29,1373.89,USD,Partial,,Net 30,11,4,0,1373.89,False,Normal
AP10604,BluePrints,2025-05-17,2025-06-16,1032.84,USD,Partial,,Net 30,5,5,1,1032.84,False,Normal
AP10605,ABC Supplies,2024-11-27,2024-12-27,389.67,GBP,Partial,,Net 30,11,2,0,487.08750000000003,False,Normal
AP10606,BluePrints,2023-03-03,2023-04-02,3748.86,EUR,Partial,,Net 30,3,4,0,4048.7688000000003,False,Normal
AP10607,TechMart,2024-12-09,2025-01-08,4546.88,USD,Open,,Net 30,12,0,0,4546.88,False,Normal
AP10608,Global Office,2024-01-08,2024-02-07,3439.51,AUD,Partial,,Net 30,1,0,0,2235.6815,False,Normal
AP10609,TechMart,2023-02-19,2023-03-21,3319.57,GBP,Open,,Net 30,2,6,1,4149.462500000001,False,Normal
AP10610,Global Office,2023-01-03,2023-02-02,3057.93,CAD,Paid,2023-02-02,Net 30,1,1,0,2232.2889,False,Normal
AP10611,ABC Supplies,2024-07-22,2024-08-21,1043.05,AUD,Partial,,Net 30,7,0,0,677.9825,False,Normal
AP10612,Global Office,2024-04-19,2024-05-19,1216.7,GBP,Open,,Net 30,4,4,0,1520.875,False,Normal
AP10613,TechMart,2023-06-08,2023-07-08,1242.77,AUD,Open,,Net 30,6,3,0,807.8005,False,Normal
AP10614,Global Office,2023-01-17,2023-02-16,1253.18,EUR,Open,,Net 30,1,1,0,1353.4344,False,Normal
AP10615,ABC Supplies,2023-12-18,2024-01-17,1423.03,GBP,Open,,Net 30,12,0,0,1778.7875,False,Normal
AP10616,Global Office,2023-01-14,2023-02-13,908.37,EUR,Paid,2023-02-13,Net 30,1,5,1,981.0396000000001,False,Normal
AP10617,BluePrints,2024-11-11,2024-12-11,4103.24,GBP,Open,,Net 30,11,0,0,5129.049999999999,True,Anomaly
AP10618,Global Office,2024-10-26,2024-11-25,2557.84,GBP,Partial,,Net 30,10,5,1,3197.3,False,Normal
AP10619,Fast Travel,2023-01-01,2023-01-31,4192.79,AUD,Partial,,Net 30,1,6,1,2725.3135,False,Normal
AP10620,ABC Supplies,2024-11-09,2024-12-09,2144.72,AUD,Partial,,Net 30,11,5,1,1394.068,False,Normal
AP10621,ABC Supplies,2024-11-08,2024-12-08,669.43,USD,Open,,Net 30,11,4,0,669.43,False,Normal
AP10622,BluePrints,2025-03-01,2025-03-31,2583.87,AUD,Paid,2025-03-31,Net 30,3,5,1,1679.5155,False,Normal
AP10623,Fast Travel,2025-01-26,2025-02-25,2870.13,GBP,Open,,Net 30,1,6,1,3587.6625000000004,False,Normal
AP10624,Global Office,2025-04-01,2025-05-01,308.64,CAD,Open,,Net 30,4,1,0,225.3072,False,Normal
AP10625,Fast Travel,2024-09-07,2024-10-07,754.61,USD,Paid,2024-10-07,Net 30,9,5,1,754.61,False,Normal
AP10626,Global Office,2025-05-22,2025-06-21,1564.86,EUR,Open,,Net 30,5,3,0,1690.0488,False,Normal
AP10627,Fast Travel,2023-01-15,2023-02-14,2205.11,GBP,Partial,,Net 30,1,6,1,2756.3875000000003,False,Normal
AP10628,Global Office,2024-05-09,2024-06-08,562.8,GBP,Partial,,Net 30,5,3,0,703.5,False,Normal
AP10629,BluePrints,2023-03-02,2023-04-01,3911.54,USD,Partial,,Net 30,3,3,0,3911.54,False,Normal
AP10630,TechMart,2025-06-28,2025-07-28,3891.61,CAD,Partial,,Net 30,6,5,1,2840.8753,False,Normal
AP10631,ABC Supplies,2023-02-15,2023-03-17,2302.46,GBP,Open,,Net 30,2,2,0,2878.075,False,Normal
AP10632,Global Office,2024-04-06,2024-05-06,3723.61,USD,Open,,Net 30,4,5,1,3723.61,False,Normal
AP10633,BluePrints,2024-02-26,2024-03-27,2892.87,EUR,Open,,Net 30,2,0,0,3124.2996000000003,False,Normal
AP10634,ABC Supplies,2024-12-24,2025-01-23,2261.74,GBP,Open,,Net 30,12,1,0,2827.1749999999997,False,Normal
AP10635,Global Office,2024-03-10,2024-04-09,3900.62,AUD,Partial,,Net 30,3,6,1,2535.403,False,Normal
AP10636,Global Office,2024-05-07,2024-06-06,4377.2,GBP,Open,,Net 30,5,1,0,5471.5,False,Normal
AP10637,TechMart,2025-01-13,2025-02-12,4656.51,AUD,Paid,2025-02-12,Net 30,1,0,0,3026.7315000000003,False,Normal
AP10638,ABC Supplies,2025-02-16,2025-03-18,4576.11,USD,Open,,Net 30,2,6,1,4576.11,False,Normal
AP10639,Global Office,2025-05-04,2025-06-03,1039.52,EUR,Partial,,Net 30,5,6,1,1122.6816000000001,False,Normal
AP10640,TechMart,2023-09-02,2023-10-02,179.18,GBP,Paid,2023-10-02,Net 30,9,5,1,223.97500000000002,False,Normal
AP10641,ABC Supplies,2023-11-05,2023-12-05,2198.02,AUD,Paid,2023-12-05,Net 30,11,6,1,1428.713,False,Normal
AP10642,Fast Travel,2024-03-11,2024-04-10,3150.23,AUD,Partial,,Net 30,3,0,0,2047.6495,False,Normal
AP10643,Fast Travel,2023-11-06,2023-12-06,4973.37,AUD,Partial,,Net 30,11,0,0,3232.6905,False,Normal
AP10644,ABC Supplies,2025-04-10,2025-05-10,4507.4,CAD,Paid,2025-05-10,Net 30,4,3,0,3290.4019999999996,False,Normal
AP10645,BluePrints,2023-07-18,2023-08-17,2432.37,GBP,Partial,,Net 30,7,1,0,3040.4624999999996,False,Normal
AP10646,Global Office,2023-09-02,2023-10-02,3421.02,AUD,Open,,Net 30,9,5,1,2223.663,False,Normal
AP10647,Global Office,2023-08-08,2023-09-07,223.05,GBP,Paid,2023-09-07,Net 30,8,1,0,278.8125,False,Normal
AP10648,BluePrints,2024-06-12,2024-07-12,599.71,USD,Open,,Net 30,6,2,0,599.71,False,Normal
AP10649,BluePrints,2023-04-13,2023-05-13,4739.08,EUR,Partial,,Net 30,4,3,0,5118.2064,False,Normal
AP10650,ABC Supplies,2024-11-13,2024-12-13,332.35,AUD,Partial,,Net 30,11,2,0,216.02750000000003,False,Normal
AP10651,BluePrints,2024-07-02,2024-08-01,4746.4,USD,Paid,2024-08-01,Net 30,7,1,0,4746.4,False,Normal
AP10652,ABC Supplies,2023-07-06,2023-08-05,4124.6,GBP,Open,,Net 30,7,3,0,5155.75,False,Normal
AP10653,TechMart,2023-06-06,2023-07-06,1630.69,GBP,Paid,2023-07-06,Net 30,6,1,0,2038.3625000000002,False,Normal
AP10654,Global Office,2024-09-14,2024-10-14,4643.99,GBP,Partial,,Net 30,9,5,1,5804.987499999999,False,Normal
AP10655,Fast Travel,2023-09-29,2023-10-29,121.66,CAD,Open,,Net 30,9,4,0,88.81179999999999,False,Normal
